DATE,TIME,AGE,SEX,RACE,GEOCODE_OVERRIDE,DISTRICT_NUM,DISTRICT_NAME,NEIGHBORHOOD_NAME,COMMUNITY_NAME,LINK,MURDER,PUB_CAUSE,LAT,LNG,IS_MURDER,IS_FATAL,HOUR,HOUR_HH,MINUTES_MM,ID
2016-09-18,00:01,20,M,B,"(41.7870979309082, -87.68787384033203)",8,Chicago Lawn,Gage Park,Gage Park,http://www.chicagotribune.com/news/local/breaking/ct-house-party-shooting-charges-20160924-story.html,Yes,Shot,41.7870979309082, -87.68787384033203,1,1,00:01:00,0,1,2109
2016-09-18,04:00,20,M,B,"(41.90384902060032, -87.6321029663086)",18,Near North,Old Town,Near North Side,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20160917-story.html,Yes,Shot,41.90384902060032, -87.6321029663086,1,1,04:00:00,4,0,2110
2016-09-23,19:50,43,M,W,"(41.85427509248257, -87.64248043298721)",12,Near West,East Pilsen,Lower West Side,http://www.chicagotribune.com/news/local/breaking/ct-james-gerage-barrington-hills-homicide-met-20161020-story.html,Yes,Multiple Injuries,41.85427509248257, -87.64248043298721,1,1,19:50:00,19,50,2111
2016-10-09,04:00,25,M,W,"(41.80609130859375, -87.66160583496094)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20161008-story.html,Yes,Shot,41.80609130859375, -87.66160583496094,1,1,04:00:00,4,0,2112
2016-10-12,23:10,36,M,B,"(41.75914317369461, -87.57483646273613)",3,Grand Crossing,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161012-story.html,Yes,Shot,41.75914317369461, -87.57483646273613,1,1,23:10:00,23,10,2113
2016-12-22,13:15,21,M,B,"(41.751772463321686, -87.55294024944305)",4,South Chicago,South Chicago,South Chicago,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161222-story.html,,Shot,41.751772463321686, -87.55294024944305,0,1,13:15:00,13,15,2114
2016-09-23,,20,F,,"(41.82674020528793, -87.67516985535622)",9,Deering,McKinley Park,Mckinley Park,http://www.chicagotribune.com/news/local/breaking/ct-death-of-woman-whose-head-found-in-lagoon-ruled-homicide-20161222-story.html,,,41.82674020528793, -87.67516985535622,0,1,,-1,-1,2115
2016-12-24,20:54,20,M,,"(41.73192277550697, -87.66664914786816)",22,Morgan Park,Gresham,Auburn Gresham,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-new-city-neighborhood-20161224-story.html,,,41.73192277550697, -87.66664914786816,0,1,20:54:00,20,54,2116
2016-12-24,00:02,27,M,,"(41.82364225387573, -87.69969530403614)",9,Deering,Brighton Park,Brighton Park,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-chicago-lawn-20161223-story.html,,,41.82364225387573, -87.69969530403614,0,1,00:02:00,0,2,2117
2016-12-23,22:50,21,M,B,"(41.88905529677868, -87.7554477006197)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-chicago-lawn-20161223-story.html,,,41.88905529677868, -87.7554477006197,0,1,22:50:00,22,50,2118
2016-12-23,22:50,20,M,B,"(41.88905529677868, -87.7554477006197)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-chicago-lawn-20161223-story.html,,,41.88905529677868, -87.7554477006197,0,1,22:50:00,22,50,2119
2016-12-25,00:49,21,M,B,"(41.75752639770508, -87.56130981445312)",4,South Chicago,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-new-city-neighborhood-20161224-story.html,Yes,,41.75752639770508, -87.56130981445312,1,1,00:49:00,0,49,2120
2016-12-25,01:33,18,M,W(H),"(41.797149, -87.696685)",9,Deering,Gage Park,Gage Park,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-new-city-neighborhood-20161224-story.html,Yes,,41.797149, -87.696685,1,1,01:33:00,1,33,2121
2016-12-25,09:54,24,M,B,"(41.68947212398052, -87.64976531267166)",22,Morgan Park,Morgan Park,Morgan Park,http://www.chicagotribune.com/news/local/breaking/-ct-shootings-violence-four-killed-on-christmas-in-shootings-across-the-city-20161225-story.html,,,41.68947212398052, -87.64976531267166,0,1,09:54:00,9,54,2122
2016-12-25,13:45,22,M,B,"(41.89548873901367, -87.73617553710938)",11,Harrison,West Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/-ct-shootings-violence-four-killed-on-christmas-in-shootings-across-the-city-20161225-story.html,Yes,,41.89548873901367, -87.73617553710938,1,1,13:45:00,13,45,2123
2016-12-19,12:32,28,M,B,"(41.90760040283203, -87.77347564697266)",25,Grand Central,North Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161219-story.html,Yes,Shot,41.90760040283203, -87.77347564697266,1,1,12:32:00,12,32,2124
2016-12-30,09:20,64,M,W,"(41.8166618347168, -87.74251556396484)",8,Chicago Lawn,Sleepy Hollow,Garfield Ridge,http://www.chicagotribune.com/news/local/breaking/ct-man-64-found-shot-dead-on-west-side-20161230-story.html,Yes,Shot,41.8166618347168, -87.74251556396484,1,1,09:20:00,9,20,2125
2016-12-30,12:25,19,M,B,"(41.88979721069336, -87.74463653564453)",11,Harrison,West Garfield Park,Austin,http://www.chicagotribune.com/news/local/breaking/ct-man-64-found-shot-dead-on-west-side-20161230-story.html,,,41.88979721069336, -87.74463653564453,0,1,12:25:00,12,25,2126
2017-01-01,05:53,39,M,B,"(41.8793423473835, -87.74075523018837)",11,Harrison,West Garfield Park,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161231-story.html,,,41.8793423473835, -87.74075523018837,0,1,05:53:00,5,53,2127
2016-12-31,14:08,52,F,B,"(41.725181713700294, -87.62880519032478)",6,Gresham,Princeton Park,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-stabbings-20161231-story.html,,Assault,41.725181713700294, -87.62880519032478,0,1,14:08:00,14,8,2128
2016-12-30,13:54,19,M,B,"(41.745689392089844, -87.60173797607422)",6,Gresham,East Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/ct-man-64-found-shot-dead-on-west-side-20161230-story.html,Yes,Shot,41.745689392089844, -87.60173797607422,1,1,13:54:00,13,54,2129
2016-12-30,21:40,15,M,B,"(41.745994567871094, -87.65933990478516)",6,Gresham,Gresham,Auburn Gresham,http://www.chicagotribune.com/news/local/breaking/ct-man-64-found-shot-dead-on-west-side-20161230-story.html,Yes,Shot,41.745994567871094, -87.65933990478516,1,1,21:40:00,21,40,2130
2017-01-01,04:25,31,M,B,"(41.958133, -87.657066)",19,Town Hall,Buena Park,Uptown,http://www.chicagotribune.com/news/local/breaking/ct-two-shot-to-death-in-uptown-marks-first-homicide-of-2017-20170101-story.html,,Shot,41.958133, -87.657066,0,1,04:25:00,4,25,2131
2017-01-01,04:25,38,M,B,"(41.958133697509766, -87.65706634521484)",19,Town Hall,Buena Park,Uptown,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161231-story.html,,Shot,41.958133697509766, -87.65706634521484,0,1,04:25:00,4,25,2132
2016-12-25,21:20,21,M,,"(41.73706817626953, -87.60326385498047)",6,Gresham,East Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/-ct-shootings-violence-four-killed-on-christmas-in-shootings-across-the-city-20161225-story.html,Yes,Shot,41.73706817626953, -87.60326385498047,1,1,21:20:00,21,20,2133
2016-12-25,21:20,18,M,B,"(41.73706817626953, -87.60326385498047)",6,Gresham,East Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/-ct-shootings-violence-four-killed-on-christmas-in-shootings-across-the-city-20161225-story.html,Yes,Shot,41.73706817626953, -87.60326385498047,1,1,21:20:00,21,20,2134
2017-01-03,12:00,16,M,B,"(41.88668441772461, -87.71202087402344)",11,Harrison,East Garfield Park,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-three-shot-and-seriously-injured-in-east-garfield-park-20170103-story.html,Yes,Shot,41.88668441772461, -87.71202087402344,1,1,12:00:00,12,0,2135
2017-01-03,23:13,23,M,B,"(41.871824115514755, -87.70663350820541)",11,Harrison,Homan Square,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-three-shot-and-seriously-injured-in-east-garfield-park-20170103-story.html,Yes,Shot,41.871824115514755, -87.70663350820541,1,1,23:13:00,23,13,2136
2017-01-03,23:13,25,M,B,"(41.871824115514755, -87.70663350820541)",11,Harrison,Homan Square,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-three-shot-and-seriously-injured-in-east-garfield-park-20170103-story.html,Yes,Shot,41.871824115514755, -87.70663350820541,1,1,23:13:00,23,13,2137
2017-01-03,12:00,17,M,B,"(41.886680603027344, -87.71212005615234)",11,Harrison,East Garfield Park,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-three-shot-and-seriously-injured-in-east-garfield-park-20170103-story.html,Yes,Shot,41.886680603027344, -87.71212005615234,1,1,12:00:00,12,0,2138
2017-01-05,23:13,28,M,B,"(41.811404675245285, -87.60647512972355)",2,Wentworth,Bronzeville,Kenwood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170105-story.html,Yes,Shot,41.811404675245285, -87.60647512972355,1,1,23:13:00,23,13,2139
2016-12-25,21:20,33,M,B,"(41.73706817626953, -87.60326385498047)",6,Gresham,East Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/-ct-shootings-violence-four-killed-on-christmas-in-shootings-across-the-city-20161225-story.html,Yes,Shot,41.73706817626953, -87.60326385498047,1,1,21:20:00,21,20,2140
2016-12-31,12:30,22,M,B,"(41.89523696899414, -87.74617767333984)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161231-story.html,Yes,Shot,41.89523696899414, -87.74617767333984,1,1,12:30:00,12,30,2141
2017-01-07,09:50,31,M,B,"(41.86423480510712, -87.66017496585846)",12,Near West,University Village / Little Italy,Near West Side,http://www.chicagotribune.com/news/local/breaking/ct-chicago-weekend-shootings-violence-20170109-story.html,Yes,Shot,41.86423480510712, -87.66017496585846,1,1,09:50:00,9,50,2142
2017-01-09,09:47,21,M,B,"(41.871541142463684, -87.73864634335041)",11,Harrison,Lawndale,West Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170109-story.html,Yes,Shot,41.871541142463684, -87.73864634335041,1,1,09:47:00,9,47,2143
2016-11-06,04:47,23,M,W(H),"(41.80835723876953, -87.7065658569336)",8,Chicago Lawn,Brighton Park,Brighton Park,http://www.chicagotribune.com/news/local/breaking/ct-chicagoshooting-violence-20161111-story.html,Yes,Shot,41.80835723876953, -87.7065658569336,1,1,04:47:00,4,47,2144
2016-10-14,18:50,18,M,B,"(41.88422393798828, -87.73841094970703)",11,Harrison,West Garfield Park,West Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161014-story.html,Yes,Shot,41.88422393798828, -87.73841094970703,1,1,18:50:00,18,50,2145
2017-01-11,18:10,18,M,W(H),"(41.81729507446289, -87.691162109375)",9,Deering,Brighton Park,Brighton Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170111-story.html,Yes,Shot,41.81729507446289, -87.691162109375,1,1,18:10:00,18,10,2146
2017-01-13,21:50,20,M,B,"(41.76261901855469, -87.69087982177734)",8,Chicago Lawn,Marquette Park,Chicago Lawn,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-west-side-shooting-20170113-story.html?utm_source=dlvr.it&utm_medium=twitter,Yes,Shot,41.76261901855469, -87.69087982177734,1,1,21:50:00,21,50,2147
2017-01-14,3:30,25,M,B,"(41.78424835205078, -87.65132904052734)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-west-side-shooting-20170113-story.html,Yes,Shot,41.78424835205078, -87.65132904052734,1,1,03:30:00,3,30,2148
2017-01-14,18:55,26,M,B,"(41.896034240722656, -87.76449584960938)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html,Yes,Shot,41.896034240722656, -87.76449584960938,1,1,18:55:00,18,55,2149
2017-01-15,1:13,34,M,B,"(41.870518550276756, -87.743975892663)",11,Harrison,Lawndale,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html,Yes,Shot,41.870518550276756, -87.743975892663,1,1,01:13:00,1,13,2150
2016-03-20,5:01,27,M,W,"(41.80519104003906, -87.66210174560547)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-back-of-the-yards-delayed-homicide-20160518-story.html,Yes,Shot,41.80519104003906, -87.66210174560547,1,1,05:01:00,5,1,2151
2016-10-14,19:55,20,M,B,"(41.87357711791992, -87.76422882080078)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161014-story.html,Yes,Shot,41.87357711791992, -87.76422882080078,1,1,19:55:00,19,55,2152
2016-10-16,18:10,18,M,B,"(41.76996612548828, -87.68740844726562)",8,Chicago Lawn,Marquette Park,Chicago Lawn,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161016-story.html,Yes,Shot,41.76996612548828, -87.68740844726562,1,1,18:10:00,18,10,2153
2016-10-19,19:00,24,M,B,"(41.80912399291992, -87.6191635131836)",2,Wentworth,Bronzeville,Grand Boulevard,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161019-story.html,Yes,Shot,41.80912399291992, -87.6191635131836,1,1,19:00:00,19,0,2154
2016-10-22,10:15,20,M,W(H),"(41.84810131788254, -87.70413368940353)",10,Ogden,Little Village ,South Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20161022-story.html,Yes,Shot,41.84810131788254, -87.70413368940353,1,1,10:15:00,10,15,2155
2016-10-23,19:05,23,M,B,"(41.91640090942383, -87.72863006591797)",25,Grand Central,Hermosa,Hermosa,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161023-story.html,Yes,Shot,41.91640090942383, -87.72863006591797,1,1,19:05:00,19,5,2156
2016-10-24,16:45,16,M,B,"(41.90280631184578, -87.72633500397205)",25,Grand Central,West Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161024-story.html,Yes,Shot,41.90280631184578, -87.72633500397205,1,1,16:45:00,16,45,2157
2016-10-26,15:40,25,M,B,"(41.962551, -87.659248)",19,Town Hall,Sheridan Park,Uptown,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161026-story.html,Yes,Shot,41.962551, -87.659248,1,1,15:40:00,15,40,2158
2016-12-31,3:04,35,M,W(H),"(41.79160690307617, -87.70071411132812)",8,Chicago Lawn,Gage Park,Gage Park,http://www.chicagotribune.com/news/local/breaking/ct-gage-park-delayed-homicide-20170116-story.html,Yes,Shot,41.79160690307617, -87.70071411132812,1,1,03:04:00,3,4,2159
2016-07-28,00:20,16,F,B,"(41.802734375, -87.646728515625)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-death-of-girl-16-who-suffered-asthma-attack-after-shooting-is-ruled-a-homicide-20161027-story.html,Yes,Multiple Injuries,41.802734375, -87.646728515625,1,1,00:20:00,0,20,2160
2017-01-14,17:04,18,M,B,"(41.87409125268459, -87.76458531618118)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-austin-shooting-death-20170116-story.html,Yes,Shot,41.87409125268459, -87.76458531618118,1,1,17:04:00,17,4,2161
2017-01-16,01:10,36,M,B,"(41.896095275878906, -87.68212127685547)",12,Near West,Ukrainian Village,West Town,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170115-story.html,Yes,Shot,41.896095275878906, -87.68212127685547,1,1,01:10:00,1,10,2162
2017-01-16,11:36,24,M,B,"(41.88893127441406, -87.74645233154297)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170116-story.html,Yes,Shot,41.88893127441406, -87.74645233154297,1,1,11:36:00,11,36,2163
2016-10-28,21:00,38,M,B,"(41.89337921142578, -87.75029754638672)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161028-story.html,Yes,Shot,41.89337921142578, -87.75029754638672,1,1,21:00:00,21,0,2164
2016-10-28,22:20,30,M,B,"(41.79395489394665, -87.67336338758469)", ,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161028-story.html,Yes,Shot,41.79395489394665, -87.67336338758469,1,1,22:20:00,22,20,2165
2017-01-17,23:27,26,M,B,"(41.88272476196289, -87.76543426513672)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170117-story.html,Yes,Shot,41.88272476196289, -87.76543426513672,1,1,23:27:00,23,27,2166
2016-10-29,19:20,36,M,B,"(41.790480092167854, -87.65383288264275)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161029-story.html,Yes,Shot,41.790480092167854, -87.65383288264275,1,1,19:20:00,19,20,2167
2016-10-30,03:15,17,M,B,"(41.90656006336212, -87.63861671090126)",18,Near North,Old Town,Near North Side,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161029-story.html,Yes,Shot,41.90656006336212, -87.63861671090126,1,1,03:15:00,3,15,2168
2016-11-03,18:20,19,M,W(H),"(41.80663299560547, -87.66213989257812)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-man-wounded-in-west-side-shooting-20161103-story.html,Yes,Shot,41.80663299560547, -87.66213989257812,1,1,18:20:00,18,20,2169
2016-11-04,13:45,28,M,B,"(41.73150634765625, -87.6370620727539)",22,Morgan Park,Gresham,Auburn Gresham,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161104-story.html,Yes,Shot,41.73150634765625, -87.6370620727539,1,1,13:45:00,13,45,2170
2016-11-05,15:00,25,M,B,"(41.6914314776659, -87.69965372979641)",22,Morgan Park,Mount Greenwood,Mount Greenwood,http://www.chicagotribune.com/news/local/breaking/ct-police-fire-shots-in-mount-greenwood-20161105-story.html,No,Shot,41.6914314776659, -87.69965372979641,0,1,15:00:00,15,0,2171
2016-11-05,15:40,23,M,B,"(41.71040207147598, -87.64304637908936)",22,Morgan Park,Washington Heights,Washington Heights,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20161105-story.html,Yes,Shot,41.71040207147598, -87.64304637908936,1,1,15:40:00,15,40,2172
2016-11-06,16:25,18,M,B,"(41.882709, -87.748428)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161106-story.html,Yes,Shot,41.882709, -87.748428,1,1,16:25:00,16,25,2173
2016-11-07,20:30,24,M,B,"(41.89889907836914, -87.72206115722656)",11,Harrison,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161107-story.html,Yes,Shot,41.89889907836914, -87.72206115722656,1,1,20:30:00,20,30,2174
2016-11-07,20:30,17,M,B,"(41.87373451888561, -87.75739163160324)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161107-story.html,Yes,Shot,41.87373451888561, -87.75739163160324,1,1,20:30:00,20,30,2175
2017-01-20,06:50,20,M,B,"(41.67045056819916, -87.63691082596779)",5,Calumet,West Pullman,West Pullman,http://www.chicagotribune.com/news/local/breaking/ct-off-duty-robbins-police-officer-fatally-shoots-person-on-far-south-side-20170120-story.html,,Shot,41.67045056819916, -87.63691082596779,0,1,06:50:00,6,50,2176
2017-01-21,13:42,24,M,B,"(41.880254969000816, -87.692736312747)",11,Harrison,Near West Side,East Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170121-story.html,Yes,Shot,41.880254969000816, -87.692736312747,1,1,13:42:00,13,42,2177
2017-01-18,16:45,16,M,B,"(41.76854632794857, -87.64577351510525)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170118-story.html,Yes,Shot,41.76854632794857, -87.64577351510525,1,1,16:45:00,16,45,2178
2017-01-22,4:04,26,M,B,"(41.72984313964844, -87.54610443115234)",4,South Chicago,South Chicago,South Chicago,http://www.chicagotribune.com/news/local/breaking/ct-man-critically-wounded-in-south-chicago-stabbing-20170122-story.html,Yes,Stabbing,41.72984313964844, -87.54610443115234,1,1,04:04:00,4,4,2179
2016-06-30,23:40,19,M,B,"(41.95410154759884, -87.75111190974712)",16,Jefferson Park,Portage Park,Portage Park,http://www.chicagotribune.com/news/local/breaking/ct-portage-park-robbery-suspect-dies-20170123-story.html,No,Shot,41.95410154759884, -87.75111190974712,0,1,23:40:00,23,40,2180
2017-01-21,16:53,21,M,B,"(41.70415115356445, -87.62480926513672)",5,Calumet,Fernwood,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170121-story.html,Yes,Shot,41.70415115356445, -87.62480926513672,1,1,16:53:00,16,53,2181
2017-01-23,01:54,20,F,B,"(41.884413063526154, -87.75083765387535)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/-chicago-shootings-violence-0122-20170122-story.html,Yes,Shot,41.884413063526154, -87.75083765387535,1,1,01:54:00,1,54,2182
2017-01-23,23:30,20,M,B,"(41.88010409474373, -87.66737267374992)",12,Near West,Near West Side,Near West Side,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170123-story.html,Yes,Shot,41.88010409474373, -87.66737267374992,1,1,23:30:00,23,30,2183
2017-01-17,20:34,28,M,B,"(41.75088196992874, -87.6266010850668)",6,Gresham,West Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170117-story.html,Yes,Shot,41.75088196992874, -87.6266010850668,1,1,20:34:00,20,34,2184
2017-01-18,09:20,34,M,B,"(41.87251281738281, -87.74275970458984)",11,Harrison,West Garfield Park,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170118-story.html,Yes,Shot,41.87251281738281, -87.74275970458984,1,1,09:20:00,9,20,2185
2017-01-24,19:42,21,M,B,"(41.71761703491211, -87.59429168701172)",5,Calumet,Cottage Grove Heights,Pullman,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170124-story.html,Yes,Shot,41.71761703491211, -87.59429168701172,1,1,19:42:00,19,42,2186
2017-01-14,08:05,27,M,B,"(41.867382, -87.698722)",11,Harrison,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html,,,41.867382, -87.698722,0,1,08:05:00,8,5,2187
2016-11-21,20:15,50,M,W(H),"(41.85102291405201, -87.63216532766819)",9,Deering,Chinatown,Armour Square,http://www.chicagotribune.com/news/local/breaking/ct-chinatown-stabbings-charges-20161123-story.html,Yes,Stabbing,41.85102291405201, -87.63216532766819,1,1,20:15:00,20,15,2188
2016-11-14,08:02,41,M,B,"(41.717932373285294, -87.62608207762241)",5,Calumet,Longwood Manor,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20161114-story.html,Yes,Shot,41.717932373285294, -87.62608207762241,1,1,08:02:00,8,2,2189
2016-11-17,13:15,22,M,B,"(41.68843078613281, -87.619140625)",5,Calumet,Roseland,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence--20161117-story.html,Yes,Shot,41.68843078613281, -87.619140625,1,1,13:15:00,13,15,2190
2016-11-27,23:30,33,M,B,"(41.8805618399775, -87.74006739500611)",11,Harrison,West Garfield Park,West Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-person-shot-by-police-on-west-side-20161127-story.html,No,Shot,41.8805618399775, -87.74006739500611,0,1,23:30:00,23,30,2191
2016-11-28,18:35,41,M,B,"(41.77976608276367, -87.66200256347656)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-englewood-beating-homicide-20161128-story.html?utm_source=dlvr.it&utm_medium=twitter,Yes,Assault,41.77976608276367, -87.66200256347656,1,1,18:35:00,18,35,2192
2016-11-29,20:45,30,M,B,"(41.7520866394043, -87.55672454833984)",4,South Chicago,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161129-story.html,Yes,Shot,41.7520866394043, -87.55672454833984,1,1,20:45:00,20,45,2193
2017-01-28,01:40,25,M,B,"(41.90418094396591, -87.64815531671047)",18,Near North,Goose Island,Near North Side,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170127-story.html,Yes,Shot,41.90418094396591, -87.64815531671047,1,1,01:40:00,1,40,2194
2016-12-07,14:06,0,M,B,"(41.77333068847656, -87.65399169921875)",7,Englewood,Englewood,Englewood,http://www.chicagotribune.com/news/local/breaking/ct-woman-charged-in-homicide-of-englewood-infant-20161216-story.html,Yes,Child Abuse,41.77333068847656, -87.65399169921875,1,1,14:06:00,14,6,2195
2017-01-29,23:00,31,M,W(H),"(41.82365036010742, -87.71195983886719)",9,Deering,Brighton Park,Brighton Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170129-story.html,Yes,Shot,41.82365036010742, -87.71195983886719,1,1,23:00:00,23,0,2196
2017-01-27,19:45,34,M,B,"(41.658451080322266, -87.63371276855469)",5,Calumet,West Pullman,West Pullman,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170127-story.html,Yes,Shot,41.658451080322266, -87.63371276855469,1,1,19:45:00,19,45,2197
2017-02-03,02:23,17,M,W,"(41.924587190151215, -87.71513476967812)",25,Grand Central,Logan Square,Logan Square,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170202-story.html,Yes,Shot,41.924587190151215, -87.71513476967812,1,1,02:23:00,2,23,2198
2017-02-04,03:27,15,M,B,"(41.718910709023476, -87.57206574082375)",4,South Chicago,Jeffery Manor,South Deering,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170203-story.html,Yes,Shot,41.718910709023476, -87.57206574082375,1,1,03:27:00,3,27,2199
2017-02-05,21:30,27,M,W(H),"(41.80633544921875, -87.75133514404297)",8,Chicago Lawn,Vittum Park,Garfield Ridge,http://www.chicagotribune.com/news/local/breaking/-chicago-shootings-violence-20170205-story.html,,Shot,41.80633544921875, -87.75133514404297,0,1,21:30:00,21,30,2200
2017-01-02,09:15,38,M,W(H),"(41.926335990428925, -87.7354645729065)",25,Grand Central,Belmont Gardens,Hermosa,http://www.chicagotribune.com/news/local/breaking/ct-man-fatally-shot-by-off-duty-officer-marking-second-police-shooting-in-two-days-20170102-story.html,Yes,Shot,41.926335990428925, -87.7354645729065,1,1,09:15:00,9,15,2201
2017-01-08,01:40,21,M,A,"(41.98427505791187, -87.68952168524265)",20,Foster,Arcadia Terrace,West Ridge,http://www.chicagotribune.com/news/local/breaking/ct-chicago-weekend-shootings-violence-20170109-story.html,Yes,Shot,41.98427505791187, -87.68952168524265,1,1,01:40:00,1,40,2202
2017-01-09,19:44,26,M,B,"(41.91013276576996, -87.72762648761272)",25,Grand Central,Hermosa,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170109-story.html,Yes,Shot,41.91013276576996, -87.72762648761272,1,1,19:44:00,19,44,2203
